opeid8,award_year,descriptor,raw_values,normalized_values
02185400,2016-2017,school,ST. AUGUSTINE COLLEGE | Saint Augustine College,ST AUGUSTINE COLLEGE | SAINT AUGUSTINE COLLEGE
02185400,2017-2018,school,ST. AUGUSTINE COLLEGE | SAINT AUGUSTINE COLLEGE,ST AUGUSTINE COLLEGE | SAINT AUGUSTINE COLLEGE
02185800,2001-2002,school,MOLER BARBER COLLEGE | MOLER BARBER COLLEGE-OAKLAND,MOLER BARBER COLLEGE | MOLER BARBER COLLEGE OAKLAND
02188300,2001-2002,school,CHURCH OF GOD THEOLOGICAL SEMINARY | PENTECOSTAL THEOLOGICAL SEMINARY,CHURCH OF GOD THEOLOGICAL SEMINARY | PENTECOSTAL THEOLOGICAL SEMINARY
02188300,2002-2003,school,Church of God Theological Seminary | PENTECOSTAL THEOLOGICAL SEMINARY,CHURCH OF GOD THEOLOGICAL SEMINARY | PENTECOSTAL THEOLOGICAL SEMINARY
02188300,2003-2004,school,Church of God Theological Seminary | PENTECOSTAL THEOLOGICAL SEMINARY,CHURCH OF GOD THEOLOGICAL SEMINARY | PENTECOSTAL THEOLOGICAL SEMINARY
02188300,2004-2005,school,Church of God Theological Seminary | PENTECOSTAL THEOLOGICAL SEMINARY,CHURCH OF GOD THEOLOGICAL SEMINARY | PENTECOSTAL THEOLOGICAL SEMINARY
02188300,2005-2006,school,Church of God Theological Seminary | PENTECOSTAL THEOLOGICAL SEMINARY,CHURCH OF GOD THEOLOGICAL SEMINARY | PENTECOSTAL THEOLOGICAL SEMINARY
02188300,2007-2008,school,Church of God Theological Seminary | PENTECOSTAL THEOLOGICAL SEMINARY,CHURCH OF GOD THEOLOGICAL SEMINARY | PENTECOSTAL THEOLOGICAL SEMINARY
02188400,1999-2000,school,SIERRA VALLEY BUSINESS COLLEGE | SIERRA VALLEY COLLEGE OF COURT REPORTING,SIERRA VALLEY BUSINESS COLLEGE | SIERRA VALLEY COLLEGE OF COURT REPORTING
02188400,2000-2001,school,SIERRA VALLEY BUSINESS COLLEGE | SIERRA VALLEY COLLEGE OF COURT REPORTING,SIERRA VALLEY BUSINESS COLLEGE | SIERRA VALLEY COLLEGE OF COURT REPORTING
02188400,2001-2002,school,SIERRA VALLEY BUSINESS COLLEGE | SIERRA VALLEY COLLEGE OF COURT REPORTING,SIERRA VALLEY BUSINESS COLLEGE | SIERRA VALLEY COLLEGE OF COURT REPORTING
02188700,2009-2010,school,PRINCE INSTITUTE - ROCKY MOUNTAINS | Denver Academy of Court Reporting,PRINCE INSTITUTE ROCKY MOUNTAINS | DENVER ACADEMY OF COURT REPORTING
02189000,2010-2011,school,ADULT CENTER FOR EDUCATION | MID-EAST CAREER AND TECHNOLOGY CENTERS - ADULT EDUCATION,ADULT CENTER FOR EDUCATION | MID EAST CAREER AND TECHNOLOGY CENTERS ADULT EDUCATION
02189100,2015-2016,school,CEM COLLEGE | Centro de Estudios Multidisciplinarios,CEM COLLEGE | CENTRO DE ESTUDIOS MULTIDISCIPLINARIOS
02190700,1999-2000,school,RETS TECH CENTER | FORTIS COLLEGE,RETS TECH CENTER | FORTIS COLLEGE
02190700,2000-2001,school,RETS TECH CENTER | FORTIS COLLEGE,RETS TECH CENTER | FORTIS COLLEGE
02190700,2001-2002,school,RETS TECH CENTER | FORTIS COLLEGE,RETS TECH CENTER | FORTIS COLLEGE
02190700,2002-2003,school,RETS COLLEGE | RETS Tech Center | FORTIS COLLEGE,RETS COLLEGE | RETS TECH CENTER | FORTIS COLLEGE
02190700,2003-2004,school,RETS COLLEGE | RETS Tech Center | FORTIS COLLEGE,RETS COLLEGE | RETS TECH CENTER | FORTIS COLLEGE
02190700,2004-2005,school,FORTIS COLLEGE | RETS Tech Center,FORTIS COLLEGE | RETS TECH CENTER
02190700,2005-2006,school,FORTIS COLLEGE | RETS Tech Center,FORTIS COLLEGE | RETS TECH CENTER
02190700,2007-2008,school,RETS COLLEGE | RETS College | FORTIS COLLEGE,RETS COLLEGE | FORTIS COLLEGE
02190700,2008-2009,school,FORTIS COLLEGE | RETS College,FORTIS COLLEGE | RETS COLLEGE
02192400,2001-2002,school,"MR. JOHN'S SCHOOL OF COSMETOLOGY, ESTHETICS & NAILS | MR JOHN'S SCHOOL OF COSMETOLOGY",MR JOHNS SCHOOL OF COSMETOLOGY ESTHETICS AND NAILS | MR JOHNS SCHOOL OF COSMETOLOGY
02195400,2001-2002,school,MODERN HAIRSTYLING INSTITUTE | MODERN HAIRSTYLING INSTITUTE AT BAYAMON,MODERN HAIRSTYLING INSTITUTE | MODERN HAIRSTYLING INSTITUTE AT BAYAMON
02195500,2001-2002,school,MODERN HAIRSTYLING INSTITUTE | MODERN HAIRSTYLING INSTITUTE AT PONCE,MODERN HAIRSTYLING INSTITUTE | MODERN HAIRSTYLING INSTITUTE AT PONCE
02195900,2001-2002,school,MODERN HAIRSTYLING INSTITUTE | MODERN HAIRSTYLING INSTITUTE AT CAROLINA,MODERN HAIRSTYLING INSTITUTE | MODERN HAIRSTYLING INSTITUTE AT CAROLINA
02196300,1999-2000,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2000-2001,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2001-2002,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2002-2003,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2003-2004,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2004-2005,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2005-2006,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2006-2007,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2007-2008,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2008-2009,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2009-2010,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2010-2011,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2011-2012,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196300,2012-2013,school,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTE,LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTER | LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT COLLINS CAREER CENTE
02196400,2001-2002,school,CUTTING EDGE HAIRSTYLING ACADEMY | CAPITOL CITY HAIR DESIGN COLLEGE,CUTTING EDGE HAIRSTYLING ACADEMY | CAPITOL CITY HAIR DESIGN COLLEGE
02199700,2001-2002,school,HERITAGE CHRISTIAN UNIVERSITY | INTERNATIONAL BIBLE COLLEGE,HERITAGE CHRISTIAN UNIVERSITY | INTERNATIONAL BIBLE COLLEGE
02199900,2013-2014,school,AMERICAN INDIAN COLLEGE | American Indian College of the Assemblies of God,AMERICAN INDIAN COLLEGE | AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD
02200100,2009-2010,school,"GUTI, THE PREMIER BEAUTY AND WELLNESS ACADEMY | Bradenton Beauty & Barber Academy",GUTI THE PREMIER BEAUTY AND WELLNESS ACADEMY | BRADENTON BEAUTY AND BARBER ACADEMY
02201800,2001-2002,school,KAPLAN COLLEGE | SAWYER COLLEGE,KAPLAN COLLEGE | SAWYER COLLEGE
02201800,2002-2003,school,KAPLAN COLLEGE | Sawyer College,KAPLAN COLLEGE | SAWYER COLLEGE
02201800,2003-2004,school,KAPLAN COLLEGE | Sawyer College,KAPLAN COLLEGE | SAWYER COLLEGE
02201800,2004-2005,school,KAPLAN COLLEGE | Sawyer College,KAPLAN COLLEGE | SAWYER COLLEGE
02201800,2005-2006,school,KAPLAN COLLEGE | Sawyer College,KAPLAN COLLEGE | SAWYER COLLEGE
02201800,2014-2015,school,BRIGHTWOOD COLLEGE | Kaplan College,BRIGHTWOOD COLLEGE | KAPLAN COLLEGE
02202300,1999-2000,school,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS | SANFORD-BROWN INSTITUTE,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS | SANFORD BROWN INSTITUTE
02202300,2000-2001,school,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS | SANFORD-BROWN INSTITUTE,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS | SANFORD BROWN INSTITUTE
02202300,2001-2002,school,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS | SANFORD-BROWN INSTITUTE,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS | SANFORD BROWN INSTITUTE
02202300,2002-2003,school,SANFORD-BROWN INSTITUTE | Western School of Health & Business Careers,SANFORD BROWN INSTITUTE | WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS
02202300,2003-2004,school,SANFORD-BROWN INSTITUTE | Western School of Health & Business Careers,SANFORD BROWN INSTITUTE | WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS
02202300,2004-2005,school,SANFORD-BROWN INSTITUTE | Western School of Health & Business Careers,SANFORD BROWN INSTITUTE | WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS
02202300,2005-2006,school,SANFORD-BROWN INSTITUTE | Western School of Health & Business Careers,SANFORD BROWN INSTITUTE | WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS
02202300,2006-2007,school,SANFORD-BROWN INSTITUTE | Western School of Health & Business Careers,SANFORD BROWN INSTITUTE | WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS
02202300,2012-2013,school,PITTSBURGH CAREER INSTITUTE | Sanford-Brown Institute,PITTSBURGH CAREER INSTITUTE | SANFORD BROWN INSTITUTE
02202500,1999-2000,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2000-2001,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2001-2002,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2002-2003,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2003-2004,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2004-2005,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2005-2006,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2006-2007,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2007-2008,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2008-2009,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2009-2010,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2010-2011,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2011-2012,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02202500,2012-2013,school,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN | NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONNECTICUT
02203300,2010-2011,school,GENE JUAREZ ACADEMY OF BEAUTY | Gene Juarez Academy of Beauty | GENE JUAREZ BEAUTY SCHOOLS,GENE JUAREZ ACADEMY OF BEAUTY | GENE JUAREZ BEAUTY SCHOOLS
02203300,2011-2012,school,GENE JUAREZ BEAUTY SCHOOLS | Gene Juarez Academy of Beauty,GENE JUAREZ BEAUTY SCHOOLS | GENE JUAREZ ACADEMY OF BEAUTY
02203300,2020-2021,school,GENE JUAREZ ACADEMY | Gene Juarez Beauty Schools,GENE JUAREZ ACADEMY | GENE JUAREZ BEAUTY SCHOOLS
02203300,2021-2022,school,GENE JUAREZ ACADEMY | Gene Juarez Beauty Schools,GENE JUAREZ ACADEMY | GENE JUAREZ BEAUTY SCHOOLS
02204200,2001-2002,school,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS | ELECTRONIC COMPUTER PROGRAMMING COLLEGE",CHATTANOOGA COLLEGE MEDICAL DENTAL AND TECHNICAL CAREERS | ELECTRONIC COMPUTER PROGRAMMING COLLEGE
02204200,2002-2003,school,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS | Electronic Computer Programming College",CHATTANOOGA COLLEGE MEDICAL DENTAL AND TECHNICAL CAREERS | ELECTRONIC COMPUTER PROGRAMMING COLLEGE
02204200,2003-2004,school,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS | Electronic Computer Programming College",CHATTANOOGA COLLEGE MEDICAL DENTAL AND TECHNICAL CAREERS | ELECTRONIC COMPUTER PROGRAMMING COLLEGE
02204200,2004-2005,school,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS | Electronic Computer Programming College",CHATTANOOGA COLLEGE MEDICAL DENTAL AND TECHNICAL CAREERS | ELECTRONIC COMPUTER PROGRAMMING COLLEGE
02204200,2005-2006,school,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS | Electronic Computer Programming College",CHATTANOOGA COLLEGE MEDICAL DENTAL AND TECHNICAL CAREERS | ELECTRONIC COMPUTER PROGRAMMING COLLEGE
02205300,2002-2003,school,SAVANNAH RIVER COLLEGE | Kerr Business College,SAVANNAH RIVER COLLEGE | KERR BUSINESS COLLEGE
02205300,2003-2004,school,SAVANNAH RIVER COLLEGE | Kerr Business College,SAVANNAH RIVER COLLEGE | KERR BUSINESS COLLEGE
02205300,2004-2005,school,SAVANNAH RIVER COLLEGE | Kerr Business College,SAVANNAH RIVER COLLEGE | KERR BUSINESS COLLEGE
02206200,2010-2011,school,VISION ACADEMY (THE) | TONI & GUY HAIRDRESSING ACADEMY,VISION ACADEMY | TONI AND GUY HAIRDRESSING ACADEMY
02206300,2013-2014,school,BEAUTY SCHOOL (THE) | Stroudsburg School of Cosmetology,BEAUTY SCHOOL | STROUDSBURG SCHOOL OF COSMETOLOGY
02206300,2014-2015,school,BEAUTY SCHOOL (THE) | Stroudsburg School of Cosmetology,BEAUTY SCHOOL | STROUDSBURG SCHOOL OF COSMETOLOGY
02206300,2015-2016,school,BEAUTY INSTITUTE (THE) | Beauty School (The),BEAUTY INSTITUTE | BEAUTY SCHOOL
02209200,2019-2020,school,DORSEY SCHOOL OF BEAUTY | Taylortown School Of Beauty,DORSEY SCHOOL OF BEAUTY | TAYLORTOWN SCHOOL OF BEAUTY
02211000,2008-2009,school,SALON SUCCESS ACADEMY | Hairmasters University of Beauty,SALON SUCCESS ACADEMY | HAIRMASTERS UNIVERSITY OF BEAUTY
02211000,2009-2010,school,SALON SUCCESS ACADEMY | Hairmasters University of Beauty,SALON SUCCESS ACADEMY | HAIRMASTERS UNIVERSITY OF BEAUTY
02211600,2010-2011,school,PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN | PAUL MITCHELL THE SCHOOL PORTSMOUTH,PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN | PAUL MITCHELL THE SCHOOL PORTSMOUTH
02214100,2008-2009,school,RESURRECTION UNIVERSITY | West Suburban College of Nursing,RESURRECTION UNIVERSITY | WEST SUBURBAN COLLEGE OF NURSING
02214100,2019-2020,school,OAK POINT UNIVERSITY | Resurrection University,OAK POINT UNIVERSITY | RESURRECTION UNIVERSITY
02214100,2020-2021,school,OAK POINT UNIVERSITY | Resurrection University,OAK POINT UNIVERSITY | RESURRECTION UNIVERSITY
02217200,1999-2000,school,PORTFOLIO CTR | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2000-2001,school,PORTFOLIO CTR | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2001-2002,school,PORTFOLIO CTR | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2002-2003,school,PORTFOLIO CTR | Portfolio Center | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2003-2004,school,PORTFOLIO CTR | Portfolio Center | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2004-2005,school,PORTFOLIO CTR | Portfolio Center | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2005-2006,school,PORTFOLIO CTR | Portfolio Center | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2006-2007,school,PORTFOLIO CTR | Portfolio Center | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2007-2008,school,PORTFOLIO CTR | Portfolio Center | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217200,2008-2009,school,PORTFOLIO CTR | Portfolio Center | PORTFOLIO CENTER,PORTFOLIO CTR | PORTFOLIO CENTER
02217800,1999-2000,school,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE) | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (T,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL T
02217800,2002-2003,school,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE) | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (T,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL T
02217800,2003-2004,school,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE) | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (T,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL T
02217800,2004-2005,school,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE) | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (T,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL T
02217800,2005-2006,school,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE) | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (T,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL T
02217800,2006-2007,school,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE) | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (T,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL T
02217800,2007-2008,school,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE) | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (T,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL T
02217800,2008-2009,school,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE) | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (T,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL | DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL T
