portable_name,canonical_name,variable_label
dlh_plus_disb_status_561ddbf113,loan_direct_harmonized__plus_disbursements__status,DL harmonized: PLUS disbursements status
ffh_sub_recip_count_s_d162b2bd9f,loan_ffel_harmonized__subsidized_recipient_count_sum,FFEL harmonized: Subsidized recipient count sum
ffh_sub_recip_count_s_564d3b1c85,loan_ffel_harmonized__subsidized_recipient_count_sum__observed_partial_sum,FFEL harmonized: Subsidized recipient count sum observed partial sum
ffh_sub_recip_count_s_391bf63c08,loan_ffel_harmonized__subsidized_recipient_count_sum__status,FFEL harmonized: Subsidized recipient count sum status
ffh_sub_unique_recip__83b74eebf7,loan_ffel_harmonized__subsidized_unique_recipient_lower_bound,FFEL harmonized: Subsidized unique recipient lower bound
ffh_sub_unique_recip__2aab6d4e70,loan_ffel_harmonized__subsidized_unique_recipient_upper_bound,FFEL harmonized: Subsidized unique recipient upper bound
ffh_sub_loans_origina_05e993fcb7,loan_ffel_harmonized__subsidized_loans_originated_n,FFEL harmonized: Subsidized loans originated count
ffh_sub_loans_origina_3a9ee1f6f6,loan_ffel_harmonized__subsidized_loans_originated_n__observed_partial_sum,FFEL harmonized: Subsidized loans originated count observed partial sum
ffh_sub_loans_origina_c7e75fbc09,loan_ffel_harmonized__subsidized_loans_originated_n__status,FFEL harmonized: Subsidized loans originated count status
ffh_sub_loans_origina_13a207eb97,loan_ffel_harmonized__subsidized_loans_originated_amt,FFEL harmonized: Subsidized loans originated amount
ffh_sub_loans_origina_6595fa55e0,loan_ffel_harmonized__subsidized_loans_originated_amt__observed_partial_sum,FFEL harmonized: Subsidized loans originated amount observed partial sum
ffh_sub_loans_origina_43bf98e7e1,loan_ffel_harmonized__subsidized_loans_originated_amt__status,FFEL harmonized: Subsidized loans originated amount status
ffh_sub_disb_n_b9e09ed978,loan_ffel_harmonized__subsidized_disbursements_n,FFEL harmonized: Subsidized disbursements count
ffh_sub_disb_n_partia_b5f6bc7ef0,loan_ffel_harmonized__subsidized_disbursements_n__observed_partial_sum,FFEL harmonized: Subsidized disbursements count observed partial sum
ffh_sub_disb_n_status_1153ab4664,loan_ffel_harmonized__subsidized_disbursements_n__status,FFEL harmonized: Subsidized disbursements count status
ffh_sub_disb_1d066b1947,loan_ffel_harmonized__subsidized_disbursements,FFEL harmonized: Subsidized disbursements
ffh_sub_disb_partial_49f9834e86,loan_ffel_harmonized__subsidized_disbursements__observed_partial_sum,FFEL harmonized: Subsidized disbursements observed partial sum
ffh_sub_disb_status_fdccedf3b6,loan_ffel_harmonized__subsidized_disbursements__status,FFEL harmonized: Subsidized disbursements status
ffh_unsub_recip_count_0ffefd40a1,loan_ffel_harmonized__unsubsidized_recipient_count_sum,FFEL harmonized: Unsubsidized recipient count sum
ffh_unsub_recip_count_9f08ae7a4d,loan_ffel_harmonized__unsubsidized_recipient_count_sum__observed_partial_sum,FFEL harmonized: Unsubsidized recipient count sum observed partial sum
ffh_unsub_recip_count_2adc2d5fc1,loan_ffel_harmonized__unsubsidized_recipient_count_sum__status,FFEL harmonized: Unsubsidized recipient count sum status
ffh_unsub_unique_reci_84eaab93c0,loan_ffel_harmonized__unsubsidized_unique_recipient_lower_bound,FFEL harmonized: Unsubsidized unique recipient lower bound
ffh_unsub_unique_reci_a42aa57f85,loan_ffel_harmonized__unsubsidized_unique_recipient_upper_bound,FFEL harmonized: Unsubsidized unique recipient upper bound
ffh_unsub_loans_origi_6f1539c606,loan_ffel_harmonized__unsubsidized_loans_originated_n,FFEL harmonized: Unsubsidized loans originated count
ffh_unsub_loans_origi_ebc05f5dd3,loan_ffel_harmonized__unsubsidized_loans_originated_n__observed_partial_sum,FFEL harmonized: Unsubsidized loans originated count observed partial sum
ffh_unsub_loans_origi_63f99837b5,loan_ffel_harmonized__unsubsidized_loans_originated_n__status,FFEL harmonized: Unsubsidized loans originated count status
ffh_unsub_loans_origi_2d829fa1cb,loan_ffel_harmonized__unsubsidized_loans_originated_amt,FFEL harmonized: Unsubsidized loans originated amount
ffh_unsub_loans_origi_02b2b7621d,loan_ffel_harmonized__unsubsidized_loans_originated_amt__observed_partial_sum,FFEL harmonized: Unsubsidized loans originated amount observed partial sum
ffh_unsub_loans_origi_03648d0017,loan_ffel_harmonized__unsubsidized_loans_originated_amt__status,FFEL harmonized: Unsubsidized loans originated amount status
ffh_unsub_disb_n_360a18e63a,loan_ffel_harmonized__unsubsidized_disbursements_n,FFEL harmonized: Unsubsidized disbursements count
ffh_unsub_disb_n_part_a1fd6e9796,loan_ffel_harmonized__unsubsidized_disbursements_n__observed_partial_sum,FFEL harmonized: Unsubsidized disbursements count observed partial sum
ffh_unsub_disb_n_stat_364a856bba,loan_ffel_harmonized__unsubsidized_disbursements_n__status,FFEL harmonized: Unsubsidized disbursements count status
ffh_unsub_disb_0191650f00,loan_ffel_harmonized__unsubsidized_disbursements,FFEL harmonized: Unsubsidized disbursements
ffh_unsub_disb_partia_f6692f34b2,loan_ffel_harmonized__unsubsidized_disbursements__observed_partial_sum,FFEL harmonized: Unsubsidized disbursements observed partial sum
ffh_unsub_disb_status_6860037ffa,loan_ffel_harmonized__unsubsidized_disbursements__status,FFEL harmonized: Unsubsidized disbursements status
ffh_plus_recip_count__7c11d3db0a,loan_ffel_harmonized__plus_recipient_count_sum,FFEL harmonized: PLUS recipient count sum
ffh_plus_recip_count__c7da1faff1,loan_ffel_harmonized__plus_recipient_count_sum__observed_partial_sum,FFEL harmonized: PLUS recipient count sum observed partial sum
ffh_plus_recip_count__08a2b9aa50,loan_ffel_harmonized__plus_recipient_count_sum__status,FFEL harmonized: PLUS recipient count sum status
ffh_plus_unique_recip_32012eb4ad,loan_ffel_harmonized__plus_unique_recipient_lower_bound,FFEL harmonized: PLUS unique recipient lower bound
ffh_plus_unique_recip_e0804b64e4,loan_ffel_harmonized__plus_unique_recipient_upper_bound,FFEL harmonized: PLUS unique recipient upper bound
ffh_plus_loans_origin_70fcbb802a,loan_ffel_harmonized__plus_loans_originated_n,FFEL harmonized: PLUS loans originated count
ffh_plus_loans_origin_2afb919dd0,loan_ffel_harmonized__plus_loans_originated_n__observed_partial_sum,FFEL harmonized: PLUS loans originated count observed partial sum
ffh_plus_loans_origin_a6868fda6c,loan_ffel_harmonized__plus_loans_originated_n__status,FFEL harmonized: PLUS loans originated count status
ffh_plus_loans_origin_f17a760cab,loan_ffel_harmonized__plus_loans_originated_amt,FFEL harmonized: PLUS loans originated amount
ffh_plus_loans_origin_c24d760503,loan_ffel_harmonized__plus_loans_originated_amt__observed_partial_sum,FFEL harmonized: PLUS loans originated amount observed partial sum
ffh_plus_loans_origin_68113bce2f,loan_ffel_harmonized__plus_loans_originated_amt__status,FFEL harmonized: PLUS loans originated amount status
ffh_plus_disb_n_6115ddd078,loan_ffel_harmonized__plus_disbursements_n,FFEL harmonized: PLUS disbursements count
ffh_plus_disb_n_parti_c1a7322290,loan_ffel_harmonized__plus_disbursements_n__observed_partial_sum,FFEL harmonized: PLUS disbursements count observed partial sum
ffh_plus_disb_n_statu_29b81aa072,loan_ffel_harmonized__plus_disbursements_n__status,FFEL harmonized: PLUS disbursements count status
ffh_plus_disb_ba77be0d36,loan_ffel_harmonized__plus_disbursements,FFEL harmonized: PLUS disbursements
ffh_plus_disb_partial_d2163c58a3,loan_ffel_harmonized__plus_disbursements__observed_partial_sum,FFEL harmonized: PLUS disbursements observed partial sum
ffh_plus_disb_status_d00d49a059,loan_ffel_harmonized__plus_disbursements__status,FFEL harmonized: PLUS disbursements status
loan__program_scope,loan__program_scope,Combined loan: Program scope
loan__school,loan__school,Combined loan: School
loan__state,loan__state,Combined loan: State
loan__zip_code,loan__zip_code,Combined loan: Zip code
loan__school_type,loan__school_type,Combined loan: School type
loan_sub_recip_count__ae124f8080,loan__subsidized_recipient_count_sum,Combined loan: Subsidized recipient count sum
loan_sub_recip_count__cc54e0295f,loan__subsidized_recipient_count_sum__observed_partial_sum,Combined loan: Subsidized recipient count sum observed partial sum
loan_sub_recip_count__241dedf81e,loan__subsidized_recipient_count_sum__status,Combined loan: Subsidized recipient count sum status
loan_sub_unique_recip_eb9fa24d0d,loan__subsidized_unique_recipient_lower_bound,Combined loan: Subsidized unique recipient lower bound
loan_sub_unique_recip_7f6dd0a7f7,loan__subsidized_unique_recipient_upper_bound,Combined loan: Subsidized unique recipient upper bound
loan_sub_loans_origin_bd3f1de72d,loan__subsidized_loans_originated_n,Combined loan: Subsidized loans originated count
loan_sub_loans_origin_5ae8b13ef2,loan__subsidized_loans_originated_n__observed_partial_sum,Combined loan: Subsidized loans originated count observed partial sum
loan_sub_loans_origin_88845437d0,loan__subsidized_loans_originated_n__status,Combined loan: Subsidized loans originated count status
loan_sub_loans_origin_ab13feed1c,loan__subsidized_loans_originated_amt,Combined loan: Subsidized loans originated amount
loan_sub_loans_origin_7fc87b5a5c,loan__subsidized_loans_originated_amt__observed_partial_sum,Combined loan: Subsidized loans originated amount observed partial sum
loan_sub_loans_origin_2e7cc4bafb,loan__subsidized_loans_originated_amt__status,Combined loan: Subsidized loans originated amount status
loan__subsidized_disbursements_n,loan__subsidized_disbursements_n,Combined loan: Subsidized disbursements count
loan_sub_disb_n_parti_fd82d0d954,loan__subsidized_disbursements_n__observed_partial_sum,Combined loan: Subsidized disbursements count observed partial sum
loan_sub_disb_n_statu_50ac596a0e,loan__subsidized_disbursements_n__status,Combined loan: Subsidized disbursements count status
loan__subsidized_disbursements,loan__subsidized_disbursements,Combined loan: Subsidized disbursements
loan_sub_disb_partial_db77546376,loan__subsidized_disbursements__observed_partial_sum,Combined loan: Subsidized disbursements observed partial sum
loan_sub_disb_status_27c4a523c1,loan__subsidized_disbursements__status,Combined loan: Subsidized disbursements status
loan_unsub_recip_coun_1715b4ac44,loan__unsubsidized_recipient_count_sum,Combined loan: Unsubsidized recipient count sum
loan_unsub_recip_coun_901dfbad9c,loan__unsubsidized_recipient_count_sum__observed_partial_sum,Combined loan: Unsubsidized recipient count sum observed partial sum
loan_unsub_recip_coun_9e621ae2d6,loan__unsubsidized_recipient_count_sum__status,Combined loan: Unsubsidized recipient count sum status
loan_unsub_unique_rec_1f2b514462,loan__unsubsidized_unique_recipient_lower_bound,Combined loan: Unsubsidized unique recipient lower bound
loan_unsub_unique_rec_42a6dbf950,loan__unsubsidized_unique_recipient_upper_bound,Combined loan: Unsubsidized unique recipient upper bound
loan_unsub_loans_orig_070a06282e,loan__unsubsidized_loans_originated_n,Combined loan: Unsubsidized loans originated count
loan_unsub_loans_orig_a74a8db756,loan__unsubsidized_loans_originated_n__observed_partial_sum,Combined loan: Unsubsidized loans originated count observed partial sum
loan_unsub_loans_orig_4b1239aeeb,loan__unsubsidized_loans_originated_n__status,Combined loan: Unsubsidized loans originated count status
loan_unsub_loans_orig_535eda01c9,loan__unsubsidized_loans_originated_amt,Combined loan: Unsubsidized loans originated amount
loan_unsub_loans_orig_e9d67f8aa1,loan__unsubsidized_loans_originated_amt__observed_partial_sum,Combined loan: Unsubsidized loans originated amount observed partial sum
loan_unsub_loans_orig_b7fede7b97,loan__unsubsidized_loans_originated_amt__status,Combined loan: Unsubsidized loans originated amount status
loan_unsub_disb_n_0c1784649a,loan__unsubsidized_disbursements_n,Combined loan: Unsubsidized disbursements count
loan_unsub_disb_n_par_69f385552a,loan__unsubsidized_disbursements_n__observed_partial_sum,Combined loan: Unsubsidized disbursements count observed partial sum
loan_unsub_disb_n_sta_09afeb23e4,loan__unsubsidized_disbursements_n__status,Combined loan: Unsubsidized disbursements count status
loan__unsubsidized_disbursements,loan__unsubsidized_disbursements,Combined loan: Unsubsidized disbursements
loan_unsub_disb_parti_8edca9e06d,loan__unsubsidized_disbursements__observed_partial_sum,Combined loan: Unsubsidized disbursements observed partial sum
loan_unsub_disb_statu_3d3ddf44ba,loan__unsubsidized_disbursements__status,Combined loan: Unsubsidized disbursements status
loan__plus_recipient_count_sum,loan__plus_recipient_count_sum,Combined loan: PLUS recipient count sum
loan_plus_recip_count_0382de461f,loan__plus_recipient_count_sum__observed_partial_sum,Combined loan: PLUS recipient count sum observed partial sum
loan_plus_recip_count_a665cbbf8b,loan__plus_recipient_count_sum__status,Combined loan: PLUS recipient count sum status
loan_plus_unique_reci_beda5ca915,loan__plus_unique_recipient_lower_bound,Combined loan: PLUS unique recipient lower bound
loan_plus_unique_reci_373ff5adaf,loan__plus_unique_recipient_upper_bound,Combined loan: PLUS unique recipient upper bound
loan__plus_loans_originated_n,loan__plus_loans_originated_n,Combined loan: PLUS loans originated count
loan_plus_loans_origi_d455c6b518,loan__plus_loans_originated_n__observed_partial_sum,Combined loan: PLUS loans originated count observed partial sum
loan_plus_loans_origi_4ea3e02ae6,loan__plus_loans_originated_n__status,Combined loan: PLUS loans originated count status
loan__plus_loans_originated_amt,loan__plus_loans_originated_amt,Combined loan: PLUS loans originated amount
loan_plus_loans_origi_4f17f95206,loan__plus_loans_originated_amt__observed_partial_sum,Combined loan: PLUS loans originated amount observed partial sum
loan_plus_loans_origi_07141e7f70,loan__plus_loans_originated_amt__status,Combined loan: PLUS loans originated amount status
loan__plus_disbursements_n,loan__plus_disbursements_n,Combined loan: PLUS disbursements count
loan_plus_disb_n_part_e30ce0592e,loan__plus_disbursements_n__observed_partial_sum,Combined loan: PLUS disbursements count observed partial sum
loan_plus_disb_n_stat_3927f6e8ab,loan__plus_disbursements_n__status,Combined loan: PLUS disbursements count status
loan__plus_disbursements,loan__plus_disbursements,Combined loan: PLUS disbursements
loan_plus_disb_partia_5be1fe0a96,loan__plus_disbursements__observed_partial_sum,Combined loan: PLUS disbursements observed partial sum
loan__plus_disbursements__status,loan__plus_disbursements__status,Combined loan: PLUS disbursements status
included_source_family_count,included_source_family_count,Included source family count
blocked_source_family_count,blocked_source_family_count,Blocked source family count
unitid_panel_scope_warning,unitid_panel_scope_warning,UNITID panel scope warning
